title,movie index
"Nightmare on Elm Street 4: The Dream Master, A (1988)",916
"Nightmare on Elm Street 5: The Dream Child, A (1989)",917
"Nightmare on Elm Street, A (1984)",918
Nightwatch (1997),919
Nine Months (1995),920
Ninotchka (1939),921
Nixon (1995),922
No Escape (1994),923
Nobody's Fool (1994),924
Normal Life (1996),925
North (1994),926
North by Northwest (1959),927
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",928
Nothing Personal (1995),929
Nothing to Lose (1994),930
Notorious (1946),931
Now and Then (1995),932
Nowhere (1997),933
"Nutty Professor, The (1996)",934
"Object of My Affection, The (1998)",935
Of Human Bondage (1934),936
"Old Man and the Sea, The (1958)",937
Old Yeller (1957),938
Oliver & Company (1988),939
Oliver! (1968),940
"Omen, The (1976)",941
On Golden Pond (1981),942
On the Waterfront (1954),943
Once Upon a Time in America (1984),944
Once Upon a Time in the West (C'era una volta il West) (1968),945
Once Upon a Time... When We Were Colored (1995),946
Once Were Warriors (1994),947
One Fine Day (1996),948
One Flew Over the Cuckoo's Nest (1975),949
Only You (1994),950
Operation Dumbo Drop (1995),951
"Opposite of Sex, The (1998)",952
Ordinary People (1980),953
Orlando (1992),954
Othello (1995),955
Out of Africa (1985),956
Out of Sight (1998),957
Out to Sea (1997),958
Outbreak (1995),959
"Pagemaster, The (1994)",960
"Pallbearer, The (1996)",961
Palmetto (1998),962
Palookaville (1996),963
"Paper, The (1994)",964
Paradise Lost: The Child Murders at Robin Hood Hills (1996),965
"Parent Trap, The (1961)",966
Paris Is Burning (1990),967
"Paris, Texas (1984)",968
Party Girl (1995),969
Passion Fish (1992),970
Paths of Glory (1957),971
Patton (1970),972
Paulie (1998),973
"Peacemaker, The (1997)",974
Penny Serenade (1941),975
"People vs. Larry Flynt, The (1996)",976
"Perez Family, The (1995)",977
"Perfect Candidate, A (1996)",978
"Perfect Murder, A (1998)",979
"Perfect World, A (1993)",980
Persuasion (1995),981
"Pest, The (1997)",982
Pete's Dragon (1977),983
"Phantom, The (1996)",984
Phantoms (1998),985
Phenomenon (1996),986
Philadelphia (1993),987
"Philadelphia Story, The (1940)",988
Pi (1998),989
"Piano, The (1993)",990
Picnic (1955),991
Picnic at Hanging Rock (1975),992
Picture Bride (Bijo photo) (1994),993
Picture Perfect (1997),994
Pie in the Sky (1996),995
"Pillow Book, The (1996)",996
Pink Floyd: The Wall (1982),997
Pinocchio (1940),998
Plan 9 from Outer Space (1959),999
Platoon (1986),1000
Playing God (1997),1001
Pocahontas (1995),1002
Poetic Justice (1993),1003
Poison Ivy II (1996),1004
Pollyanna (1960),1005
Poltergeist (1982),1006
Poltergeist II: The Other Side (1986),1007
Poltergeist III (1988),1008
Ponette (1996),1009
"Portrait of a Lady, The (1996)",1010
"Postman, The (1997)",1011
"Postman, The (Postino, Il) (1994)",1012
Powder (1995),1013
"Preacher's Wife, The (1996)",1014
Prefontaine (1997),1015
Pretty Woman (1990),1016
Priest (1994),1017
Primal Fear (1996),1018
Primary Colors (1998),1019
"Princess Bride, The (1987)",1020
Princess Caraboo (1994),1021
Private Benjamin (1980),1022
Private Parts (1997),1023
"Program, The (1993)",1024
Prom Night (1980),1025
"Promise, The (La promesse) (1996)",1026
"Prophecy, The (1995)",1027
Psycho (1960),1028
Pulp Fiction (1994),1029
Pump Up the Volume (1990),1030
"Puppet Masters, The (1994)",1031
Pushing Hands (Tui shou) (1992),1032
"Queen Margot (Reine Margot, La) (1994)",1033
Quest for Camelot (1998),1034
"Quest, The (1996)",1035
"Quick and the Dead, The (1995)",1036
"Quiet Man, The (1952)",1037
Quiz Show (1994),1038
Radioland Murders (1994),1039
Raging Bull (1980),1040
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),1041
Rain Man (1988),1042
"Rainmaker, The (1997)",1043
Raise the Red Lantern (Da hong deng long gao gao gua) (1991),1044
Raising Arizona (1987),1045
Ran (1985),1046
Ransom (1996),1047
Ready to Wear (Pret-A-Porter) (1994),1048
"Real Blonde, The (1997)",1049
Real Genius (1985),1050
Reality Bites (1994),1051
Rear Window (1954),1052
Rebecca (1940),1053
Rebel Without a Cause (1955),1054
Red Corner (1997),1055
Red Rock West (1992),1056
"Ref, The (1994)",1057
"Relic, The (1997)",1058
"Remains of the Day, The (1993)",1059
Renaissance Man (1994),1060
"Replacement Killers, The (1998)",1061
Repo Man (1984),1062
Reservoir Dogs (1992),1063
Restoration (1995),1064
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",1065
"Return of the Pink Panther, The (1975)",1066
Richard III (1995),1067
Richie Rich (1994),1068
Ridicule (1996),1069
"Right Stuff, The (1983)",1070
Rising Sun (1993),1071
"River Wild, The (1994)",1072
"Road to Wellville, The (1994)",1073
Rob Roy (1995),1074
Robin Hood: Men in Tights (1993),1075
Robin Hood: Prince of Thieves (1991),1076
RoboCop 3 (1993),1077
"Rock, The (1996)",1078
RocketMan (a.k.a. Rocket Man) (1997),1079
Rocky (1976),1080
Roman Holiday (1953),1081
Romeo Is Bleeding (1993),1082
Romper Stomper (1992),1083
Romy and Michele's High School Reunion (1997),1084
"Room with a View, A (1986)",1085
Roommates (1995),1086
Rosencrantz and Guildenstern Are Dead (1990),1087
Rosewood (1997),1088
Ruby in Paradise (1993),1089
Rudy (1993),1090
"Ruling Class, The (1972)",1091
Rumble in the Bronx (Hont faan kui) (1995),1092
"Run of the Country, The (1995)",1093
S.F.W. (1994),1094
Sabrina (1954),1095
Sabrina (1995),1096
Safe (1995),1097
"Saint, The (1997)",1098
"Santa Clause, The (1994)",1099
"Savage Nights (Nuits fauves, Les) (1992)",1100
"Scarlet Letter, The (1995)",1101
Schindler's List (1993),1102
Schizopolis (1996),1103
"Scout, The (1994)",1104
Scream (1996),1105
Scream 2 (1997),1106
Screamers (1995),1107
Searching for Bobby Fischer (1993),1108
"Secret Agent, The (1996)",1109
"Secret Garden, The (1993)",1110
"Secret of Roan Inish, The (1994)",1111
Secrets & Lies (1996),1112
Selena (1997),1113
Sense and Sensibility (1995),1114
Serial Mom (1994),1115
Set It Off (1996),1116
Seven (a.k.a. Se7en) (1995),1117
Seven Years in Tibet (1997),1118
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",1119
"Sex, Lies, and Videotape (1989)",1120
Sgt. Bilko (1996),1121
"Shadow, The (1994)",1122
Shadowlands (1993),1123
"Shaggy Dog, The (1959)",1124
Shall We Dance (1937),1125
Shall We Dance? (Shall We Dansu?) (1996),1126
Shallow Grave (1994),1127
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1128
"Shawshank Redemption, The (1994)",1129
She's So Lovely (1997),1130
She's the One (1996),1131
Shiloh (1997),1132
Shine (1996),1133
"Shining, The (1980)",1134
Shooting Fish (1997),1135
Short Cuts (1993),1136
Showgirls (1995),1137
"Silence of the Lambs, The (1991)",1138
"Simple Twist of Fate, A (1994)",1139
"Simple Wish, A (1997)",1140
Singin' in the Rain (1952),1141
"Single Girl, A (Fille seule, La) (1995)",1142
Sirens (1994),1143
Six Days Seven Nights (1998),1144
Six Degrees of Separation (1993),1145
Sleeper (1973),1146
Sleepers (1996),1147
Sleepless in Seattle (1993),1148
Sliding Doors (1998),1149
Sling Blade (1996),1150
Sliver (1993),1151
Small Soldiers (1998),1152
Smilla's Sense of Snow (1997),1153
Smoke (1995),1154
Smoke Signals (1998),1155
Sneakers (1992),1156
Snow White and the Seven Dwarfs (1937),1157
So I Married an Axe Murderer (1993),1158
Solo (1996),1159
Some Folks Call It a Sling Blade (1993),1160
Some Kind of Wonderful (1987),1161
Some Like It Hot (1959),1162
Some Mother's Son (1996),1163
Something to Talk About (1995),1164
Somewhere in Time (1980),1165
Son in Law (1993),1166
Song of the Little Road (Pather Panchali) (1955),1167
Sophie's Choice (1982),1168
Soul Food (1997),1169
"Sound of Music, The (1965)",1170
Space Jam (1996),1171
"Spanish Prisoner, The (1997)",1172
Spanking the Monkey (1994),1173
Spawn (1997),1174
"Specialist, The (1994)",1175
Species (1995),1176
Species II (1998),1177
Speechless (1994),1178
Speed (1994),1179
Speed 2: Cruise Control (1997),1180
Spellbound (1945),1181
Sphere (1998),1182
Spice World (1997),1183
"Spitfire Grill, The (1996)",1184
Spy Hard (1996),1185
Stalingrad (1993),1186
Stalker (1979),1187
Stand by Me (1986),1188
Star Trek II: The Wrath of Khan (1982),1189
Star Trek III: The Search for Spock (1984),1190
Star Trek IV: The Voyage Home (1986),1191
Star Trek V: The Final Frontier (1989),1192
Star Trek VI: The Undiscovered Country (1991),1193
Star Trek: First Contact (1996),1194
Star Trek: Generations (1994),1195
Star Trek: The Motion Picture (1979),1196
Star Wars: Episode IV - A New Hope (1977),1197
Star Wars: Episode V - The Empire Strikes Back (1980),1198
Star Wars: Episode VI - Return of the Jedi (1983),1199
Stargate (1994),1200
Starship Troopers (1997),1201
Stealing Beauty (1996),1202
Steel (1997),1203
"Sting, The (1973)",1204
Strange Days (1995),1205
Strawberry and Chocolate (Fresa y chocolate) (1993),1206
Street Fighter (1994),1207
"Streetcar Named Desire, A (1951)",1208
Strictly Ballroom (1992),1209
Striking Distance (1993),1210
Stripes (1981),1211
Striptease (1996),1212
Stuart Saves His Family (1995),1213
"Stupids, The (1996)",1214
SubUrbia (1997),1215
"Substitute, The (1996)",1216
Sudden Death (1995),1217
Suicide Kings (1997),1218
"Sum of Us, The (1994)",1219
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),1220
Sunset Park (1996),1221
Super Mario Bros. (1993),1222
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),1223
Supercop 2 (Project S) (Chao ji ji hua) (1993),1224
Surviving the Game (1994),1225
Suture (1993),1226
"Swan Princess, The (1994)",1227
"Sweet Hereafter, The (1997)",1228
Swept from the Sea (1997),1229
Swimming with Sharks (1995),1230
Swingers (1996),1231
Swiss Family Robinson (1960),1232
Switchback (1997),1233
"Sword in the Stone, The (1963)",1234
Take the Money and Run (1969),1235
Tales from the Crypt Presents: Bordello of Blood (1996),1236
Tales from the Crypt Presents: Demon Knight (1995),1237
Tales from the Hood (1995),1238
Tank Girl (1995),1239
Tarzan and the Lost City (1998),1240
Taste of Cherry (Ta'm e guilass) (1997),1241
Taxi Driver (1976),1242
Temptress Moon (Feng Yue) (1996),1243
Terminal Velocity (1994),1244
Terminator 2: Judgment Day (1991),1245
"Terminator, The (1984)",1246
Terms of Endearment (1983),1247
That Darn Cat (1997),1248
That Darn Cat! (1965),1249
That Thing You Do! (1996),1250
The Devil's Advocate (1997),1251
The Players Club (1998),1252
Theodore Rex (1995),1253
There's Something About Mary (1998),1254
"Thieves (Voleurs, Les) (1996)",1255
"Thin Blue Line, The (1988)",1256
"Thin Line Between Love and Hate, A (1996)",1257
"Thin Man, The (1934)",1258
Things to Do in Denver When You're Dead (1995),1259
Thinner (1996),1260
"Third Man, The (1949)",1261
Thirty-Two Short Films About Glenn Gould (1993),1262
This Is Spinal Tap (1984),1263
"Thousand Acres, A (1997)",1264
"Three Caballeros, The (1945)",1265
Three Colors: Blue (Trois couleurs: Bleu) (1993),1266
Three Colors: Red (Trois couleurs: Rouge) (1994),1267
Three Colors: White (Trzy kolory: Bialy) (1994),1268
"Three Musketeers, The (1993)",1269
Three Wishes (1995),1270
Threesome (1994),1271
Tie Me Up! Tie Me Down! (¡Átame!) (1990),1272
"Time to Kill, A (1996)",1273
Timecop (1994),1274
Tin Cup (1996),1275
"Tin Drum, The (Blechtrommel, Die) (1979)",1276
Tin Men (1987),1277
Titanic (1997),1278
To Be or Not to Be (1942),1279
To Catch a Thief (1955),1280
To Die For (1995),1281
To Gillian on Her 37th Birthday (1996),1282
To Kill a Mockingbird (1962),1283
To Live (Huozhe) (1994),1284
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1285
Tom & Viv (1994),1286
Tom Jones (1963),1287
Tom and Huck (1995),1288
Tombstone (1993),1289
Tommy Boy (1995),1290
Tomorrow Never Dies (1997),1291
Top Gun (1986),1292
Top Hat (1935),1293
Total Eclipse (1995),1294
Touch (1997),1295
Touch of Evil (1958),1296
Toy Story (1995),1297
Trainspotting (1996),1298
"Treasure of the Sierra Madre, The (1948)",1299
Trees Lounge (1996),1300
Trial and Error (1997),1301
"Trigger Effect, The (1996)",1302
True Crime (1996),1303
True Lies (1994),1304
True Romance (1993),1305
"Truman Show, The (1998)",1306
Trust (1990),1307
"Truth About Cats & Dogs, The (1996)",1308
Turbo: A Power Rangers Movie (1997),1309
Turbulence (1997),1310
Twelfth Night (1996),1311
Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1312
Twilight (1998),1313
Twister (1996),1314
Two Girls and a Guy (1997),1315
Two Much (1995),1316
Two if by Sea (1996),1317
U Turn (1997),1318
U.S. Marshals (1998),1319
Ulee's Gold (1997),1320
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",1321
"Unbearable Lightness of Being, The (1988)",1322
Under Siege (1992),1323
Under Siege 2: Dark Territory (1995),1324
Underground (1995),1325
Underneath (1995),1326
Underworld (1996),1327
Unforgettable (1996),1328
Unforgiven (1992),1329
Unstrung Heroes (1995),1330
Until the End of the World (Bis ans Ende der Welt) (1991),1331
Unzipped (1995),1332
Up Close and Personal (1996),1333
"Usual Suspects, The (1995)",1334
Vampire in Brooklyn (1995),1335
Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),1336
Vanya on 42nd Street (1994),1337
Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),1338
Vertigo (1958),1339
"Very Brady Sequel, A (1996)",1340
Victor/Victoria (1982),1341
Village of the Damned (1995),1342
Virtuosity (1995),1343
"Visitors, The (Visiteurs, Les) (1993)",1344
Volcano (1997),1345
Wag the Dog (1997),1346
Waiting for Guffman (1996),1347
Waiting to Exhale (1995),1348
"Walk in the Clouds, A (1995)",1349
Walkabout (1971),1350
"Walking Dead, The (1995)",1351
Walking and Talking (1996),1352
Wallace & Gromit: A Close Shave (1995),1353
Wallace & Gromit: The Best of Aardman Animation (1996),1354
Wallace & Gromit: The Wrong Trousers (1993),1355
"War Room, The (1993)",1356
"War, The (1994)",1357
Washington Square (1997),1358
Waterworld (1995),1359
"Wedding Singer, The (1998)",1360
Weekend at Bernie's (1989),1361
Welcome to Sarajevo (1997),1362
Welcome to Woop-Woop (1997),1363
Welcome to the Dollhouse (1995),1364
"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",1365
West Side Story (1961),1366
What Happened Was... (1994),1367
What's Eating Gilbert Grape (1993),1368
What's Love Got to Do with It? (1993),1369
Whatever (1998),1370
When Harry Met Sally... (1989),1371
When Night Is Falling (1995),1372
When We Were Kings (1996),1373
When a Man Loves a Woman (1994),1374
When the Cat's Away (Chacun cherche son chat) (1996),1375
While You Were Sleeping (1995),1376
"White Balloon, The (Badkonake sefid) (1995)",1377
White Man's Burden (1995),1378
White Squall (1996),1379
"Whole Wide World, The (1996)",1380
Widows' Peak (1994),1381
Wild America (1997),1382
Wild Bill (1995),1383
"Wild Bunch, The (1969)",1384
Wild Reeds (Les roseaux sauvages) (1994),1385
Wild Things (1998),1386
William Shakespeare's Romeo + Juliet (1996),1387
Willy Wonka & the Chocolate Factory (1971),1388
"Wings of Desire (Himmel über Berlin, Der) (1987)",1389
"Wings of the Dove, The (1997)",1390
Winnie the Pooh and the Blustery Day (1968),1391
Wishmaster (1997),1392
With Honors (1994),1393
Withnail & I (1987),1394
Witness (1985),1395
"Wizard of Oz, The (1939)",1396
Wolf (1994),1397
"Women, The (1939)",1398
"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",1399
"World of Apu, The (Apur Sansar) (1959)",1400
Wyatt Earp (1994),1401
"X-Files: Fight the Future, The (1998)",1402
You Can't Take It with You (1938),1403
Young Frankenstein (1974),1404
Young Guns (1988),1405
Young Guns II (1990),1406
"Young Poisoner's Handbook, The (1995)",1407
Zero Effect (1998),1408
